Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry
ELECW,Electrum Special Acquisition Corporation,0.22,n/a,2015,Finance,Business Services
EBIO,"Eleven Biotherapeutics, Inc.",2.48,$60.11M,2014,Health Care,Major Pharmaceuticals
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.21,$4.84M,n/a,n/a,n/a
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,25.4519,$2.65M,n/a,n/a,n/a
ESBK,Elmira Savings Bank NY (The),19.7,$53.29M,n/a,Finance,Major Banks
ELTK,Eltek Ltd.,0.87,$8.82M,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,28.15,$594.07M,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,25.5,$54.73M,n/a,Finance,Major Banks
EMKR,EMCORE Corporation,6.6,$172.51M,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,3.4,$41.89M,1994,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",20.65,$643.02M,n/a,Consumer Services,Restaurants
ERS,"Empire Resources, Inc.",5.14,$43.19M,n/a,Basic Industries,Metal Fabrications
ENTA,"Enanta Pharmaceuticals, Inc.",31.01,$590.3M,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,26.65,$680.43M,n/a,Finance,Finance Companies
WIRE,Encore Wire Corporation,41.1,$851.79M,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,17.07,$3.8B,n/a,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",3.04,$128.49M,2011,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",7.81,$645.82M,n/a,Health Care,Medical/Dental Instruments
EIGI,"Endurance International Group Holdings, Inc.",7.05,$997.66M,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,14.29,$273.38M,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",4.96,$57.98M,n/a,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",11.58,$606.23M,2008,Technology,Industrial Machinery/Components
ENOC,"EnerNOC, Inc.",5.95,$183.89M,2007,Technology,"Computer Software: Programming, Data Processing"
ENG,ENGlobal Corporation,1.37,$37.49M,n/a,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",1.13,$69.96M,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,199.35,$3.86B,n/a,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,19,$122.39M,2014,Finance,Banks
ENTG,"Entegris, Inc.",18.35,$2.59B,2000,Consumer Non-Durables,Plastic Products
ENTL,"Entellus Medical, Inc.",18.24,$344.08M,2015,Health Care,Medical/Dental Instruments
ETRM,EnteroMedics Inc.,0.0507,$5.74M,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EBTC,Enterprise Bancorp Inc,32.17,$368.32M,n/a,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,37.5,$750.43M,n/a,Finance,Major Banks
EGT,Entertainment Gaming Asia Incorporated,1.283,$18.56M,n/a,Consumer Durables,Miscellaneous manufacturing industries
ENZY          ,Enzymotec Ltd.,5.7,$129.49M,2013,Consumer Durables,Specialty Chemicals
EPZM,"Epizyme, Inc.",10.5,$609.12M,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,105.55,$747.36M,1996,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",331.14,$23.64B,2000,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,8.8763,$30.86M,2015,Finance,Savings Institutions
EQBK,"Equity Bancshares, Inc.",30.18,$248.06M,2015,Finance,Major Banks
EAC           ,Erickson Incorporated,0.1609,$2.24M,2012,Capital Goods,Aerospace
ERIC,Ericsson,5.16,$17.19B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,105.71,$5.53B,n/a,Finance,Specialty Insurers
ESCA,"Escalade, Incorporated",13.65,$195.22M,n/a,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",11.65,$262.75M,2013,Health Care,Major Pharmaceuticals
ESSA,"ESSA Bancorp, Inc.",14.56,$165.89M,n/a,Finance,Banks
EPIX,ESSA Pharma Inc.,2.03,$59.07M,n/a,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,18.25,$674.67M,n/a,Consumer Services,Paper
UTES,ETFIS Series Trust I Reaves Utilities ETF,28.97,$13.04M,n/a,n/a,n/a
ESSF,"ETRE REIT, LLC",n/a,n/a,n/a,n/a,n/a
ETSY,"Etsy, Inc.",12.46,$1.44B,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,3.55,$7.32M,1997,Consumer Durables,Diversified Electronic Products
EEFT,"Euronet Worldwide, Inc.",76.05,$3.97B,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,2.75,$22.54M,n/a,Transportation,Marine Transportation
EVEP,"EV Energy Partners, L.P.",1.82,$89.28M,2006,Energy,Oil & Gas Production
EVBG,"Everbridge, Inc.",16.12,$437.63M,2016,n/a,n/a
EVK,"Ever-Glory International Group, Inc.",2.15,$31.79M,n/a,Consumer Non-Durables,Apparel
MRAM,"Everspin Technologies, Inc.",6.86,$85.7M,2016,Technology,Semiconductors
EVLV,EVINE Live Inc.,2.11,$120.98M,n/a,Consumer Services,Catalog/Specialty Distribution
EVOK,"Evoke Pharma, Inc.",1.7501,$21.61M,2013,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",3.95,$47.03M,1998,Technology,EDP Services
EXA,Exa Corporation,14.83,$219.79M,2012,Technology,Computer Software: Prepackaged Software
EXAS,Exact Sciences Corporation,14.62,$1.58B,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXAC,"Exactech, Inc.",26.45,$375.19M,1996,Health Care,Industrial Specialties
EXEL,"Exelixis, Inc.",16.75,$4.8B,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,4.35,$99.18M,n/a,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",46.09,$1.54B,2006,Miscellaneous,Business Services
EXPE,"Expedia, Inc.",126.58,$18.99B,n/a,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",51.14,$9.22B,n/a,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",60.8,$1.56B,n/a,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,76.44,$47.13B,1992,Health Care,Medical/Nursing Services
XOG,"Extraction Oil & Gas, Inc.",21.33,$3.13B,2016,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",4.57,$489.24M,1999,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",1.45,$13.9M,n/a,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.48,n/a,n/a,Health Care,Major Pharmaceuticals
EZPW,"EZCORP, Inc.",11,$593.79M,1991,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",143.91,$9.4B,1999,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",117.79,$339.49B,2012,Technology,"Computer Software: Programming, Data Processing"
FRP,"FairPoint Communications, Inc.",15.75,$426.41M,n/a,Public Utilities,Telecommunications Equipment
FALC,"FalconStor Software, Inc.",0.67,$29.25M,n/a,Technology,Computer Software: Prepackaged Software
DAVE,"Famous Dave&#39;s of America, Inc.",4.85,$33.74M,n/a,Consumer Services,Restaurants
FARM,Farmer Brothers Company,34.1,$572.66M,n/a,Consumer Non-Durables,Packaged Foods
FFKT,Farmers Capital Bank Corporation,33.4,$250.75M,n/a,Finance,Major Banks
FMNB,Farmers National Banc Corp.,11.95,$323.22M,n/a,Finance,Major Banks
FARO,"FARO Technologies, Inc.",35.35,$589.44M,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,44.96,$12.99B,1987,Consumer Services,RETAIL: Building Materials
FATE,"Fate Therapeutics, Inc.",2.71,$92.54M,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",15.4,$57.8M,n/a,Finance,Major Banks
FBRC,FBR & Co,12,$82.99M,n/a,Finance,Investment Bankers/Brokers/Service
FDML,Federal-Mogul Holdings Corporation,9.7,$1.64B,n/a,Capital Goods,Auto Parts:O.E.M.
FNHC,Federated National Holding Company,16.71,$230.63M,n/a,Finance,Property-Casualty Insurers
FHCO,Female Health Company (The),1.19,$34.57M,n/a,Basic Industries,Specialty Chemicals
FENX,"Fenix Parts, Inc.",3.51,$70.05M,2015,Consumer Services,Motor Vehicles
GSM,Ferroglobe PLC,11.56,$1.99B,n/a,Capital Goods,Metal Fabrications
FCSC,Fibrocell Science Inc,0.7251,$31.89M,n/a,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",22.5,$1.42B,2014,Health Care,Major Pharmaceuticals
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,210.24,$693.79M,n/a,n/a,n/a
LION,Fidelity Southern Corporation,22.22,$580.82M,n/a,Finance,Major Banks
FDUS,Fidus Investment Corporation,16,$307.4M,2011,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",28.9,$777.11M,n/a,Consumer Services,Restaurants
FSAM,Fifth Street Asset Management Inc.,5.25,$255.67M,2014,Finance,Investment Managers
FSC,Fifth Street Finance Corp.,5.69,$826.78M,2008,n/a,n/a
FSCFL,Fifth Street Finance Corp.,24.84,n/a,n/a,n/a,n/a
FSFR,Fifth Street Senior Floating Rate Corp.,9.05,$266.67M,n/a,n/a,n/a
FITB,Fifth Third Bancorp,25.43,$19.18B,n/a,Finance,Major Banks
FITBI,Fifth Third Bancorp,28.13,$506.34M,n/a,Finance,Major Banks
FNGN,"Financial Engines, Inc.",34.25,$2.12B,2010,Finance,Investment Managers
FISI,"Financial Institutions, Inc.",30.8,$447.45M,1999,Finance,Major Banks
FNSR,Finisar Corporation,32.42,$3.57B,1999,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",1.2,$27.48M,n/a,Miscellaneous,Multi-Sector Companies
FEYE,"FireEye, Inc.",13.78,$2.36B,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,22.61,$454.9M,1987,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",27.61,$297.96M,n/a,Finance,Major Banks
FRBA,First Bank,10.45,$82.42M,2013,n/a,n/a
BUSE,First Busey Corporation,26.64,$1.02B,n/a,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",21.66,$188.59M,n/a,Finance,Major Banks
FCAP,"First Capital, Inc.",32.16,$107.34M,n/a,Finance,Savings Institutions
FCFS,"First Cash, Inc.",47,$2.28B,1991,Consumer Services,Other Specialty Stores
FCNCA,"First Citizens BancShares, Inc.",349.21,$4.19B,n/a,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",26.98,$458.37M,n/a,Finance,Major Banks
FCCO,First Community Corporation,15.4895,$103.83M,n/a,Finance,Major Banks
FCFP,"First Community Financial Partners, Inc.",10.45,$180.14M,n/a,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",20.7,$327.25M,2011,Finance,Banks
FDEF,First Defiance Financial Corp.,43.46,$390.32M,n/a,Finance,Savings Institutions
FFBC,First Financial Bancorp.,25.45,$1.58B,n/a,Finance,Major Banks
FFBCW,First Financial Bancorp.,14.2069,n/a,n/a,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",45.1,$2.98B,n/a,Finance,Major Banks
THFF,First Financial Corporation Indiana,44.9,$547.14M,n/a,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",17.07,$186.6M,n/a,Finance,Major Banks
FFWM,First Foundation Inc.,27.12,$442.81M,n/a,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",18.2,$138.49M,n/a,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",29.6,$4.13B,2016,Finance,Major Banks
INBK,First Internet Bancorp,28.85,$159.63M,n/a,Finance,Major Banks
INBKL,First Internet Bancorp,24.25,n/a,n/a,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",38.4,$1.72B,2010,Finance,Major Banks
FRME,First Merchants Corporation,33.12,$1.35B,n/a,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",30.5,$379.95M,n/a,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",23.54,$1.91B,n/a,Finance,Major Banks
FNBC,First NBC Bank Holding Company,8.05,$154.81M,2013,Finance,Major Banks
FNWB,First Northwest Bancorp,14.72,$191.47M,2015,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",40,$88.19M,n/a,Finance,Savings Institutions
FSLR,"First Solar, Inc.",31.16,$3.24B,2006,Technology,Semiconductors
FSBK,First South Bancorp Inc,10.17,$96.56M,n/a,Finance,Major Banks
FAAR,First Trust Alternative Absolute Return Strategy ETF,28.7778,$2.88M,n/a,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,27.4,$32.88M,n/a,n/a,n/a
BICK,First Trust BICK Index Fund,21.87,$7.65M,n/a,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,13.02,$105.46M,n/a,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,23.1912,$6.96M,n/a,n/a,n/a
FTCS,First Trust Capital Strength ETF,40.56,$287.98M,n/a,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,19.47,$2.04M,n/a,n/a,n/a
FCA,First Trust China AlphaDEX Fund,19.2953,$3.86M,n/a,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,46.44,$162.63M,n/a,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,33.4491,$6.69M,n/a,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,20.98,$239.17M,n/a,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,22.54,$2.72B,n/a,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,16.67,$385.08M,n/a,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,19.774,$143.36M,n/a,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,39.4449,$13.81M,n/a,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,29.48,$94.34M,n/a,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,59.98,$509.81M,n/a,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,27.86,$252.13M,n/a,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,30.4612,$6.09M,n/a,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,34.67,$105.74M,n/a,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,20.16,$170.42M,n/a,n/a,n/a
FTHI,First Trust High Income ETF,20.83,$48.41M,n/a,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,47.68,$1.05B,n/a,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,32.86,$8.22M,n/a,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,21.6653,$4.11M,n/a,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,10.7711,$10.77M,n/a,n/a,n/a
FPXI,First Trust International IPO ETF,25.98,$2.6M,n/a,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,15.697,$10.99M,n/a,n/a,n/a
SKYY,First Trust ISE Cloud Computing Index Fund,34.64,$611.4M,n/a,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,48.33,$48.33M,n/a,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,48.13,$1.37B,n/a,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,49.33,$591.96M,n/a,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,45.67,$888.28M,n/a,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,17.8249,$107.84M,n/a,n/a,n/a
FTLB,First Trust Low Beta Income ETF,20.519,$4.1M,n/a,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,52.6,$297.19M,n/a,n/a,n/a
FMB,First Trust Managed Municipal ETF,51.88,$80.41M,n/a,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,27.6315,$15.2M,n/a,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,54.78,$654.62M,n/a,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,30.8696,$95.7M,n/a,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,31.765,$46.06M,n/a,n/a,n/a
FAD,First Trust Multi Cap Growth AlphaDEX Fund,52.375,$81.18M,n/a,n/a,n/a
FAB,First Trust Multi Cap Value AlphaDEX Fund,48.79,$109.78M,n/a,n/a,n/a
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.46,$847.31M,n/a,n/a,n/a
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.3,$1.83M,n/a,n/a,n/a
QABA,First Trust NASDAQ ABA Community Bank Index Fund,48.39,$283.08M,n/a,n/a,n/a
FTXO,First Trust Nasdaq Bank ETF,24.1107,$2.41M,n/a,n/a,n/a
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,14.95,$51.58M,n/a,n/a,n/a
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,39.5801,$15.83M,n/a,n/a,n/a
CIBR,First Trust NASDAQ Cybersecurity ETF,20.32,$110.74M,n/a,n/a,n/a
FTXG,First Trust Nasdaq Food & Beverage ETF,19.4598,$3.89M,n/a,n/a,n/a
CARZ,First Trust NASDAQ Global Auto Index Fund,32.91,$21.39M,n/a,n/a,n/a
FTXN,First Trust Nasdaq Oil & Gas ETF,21.26,$2.13M,n/a,n/a,n/a
FTXH,First Trust Nasdaq Pharmaceuticals ETF,19.0979,$1.91M,n/a,n/a,n/a
FTXD,First Trust Nasdaq Retail ETF,20.5992,$2.06M,n/a,n/a,n/a
RDVY,First Trust NASDAQ Rising Dividend Achievers ETF,24.26,$40.03M,n/a,n/a,n/a
FTXL,First Trust Nasdaq Semiconductor ETF,21.35,$7.47M,n/a,n/a,n/a
FONE,First Trust NASDAQ Smartphone Index Fund,39.76,$9.94M,n/a,n/a,n/a
TDIV,First Trust NASDAQ Technology Dividend Index Fund,28.93,$585.98M,n/a,n/a,n/a
FTXR,First Trust Nasdaq Transportation ETF,22.03,$2.2M,n/a,n/a,n/a
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,46.28,$388.75M,n/a,n/a,n/a
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,40.81,$112.23M,n/a,n/a,n/a
QTEC,First Trust NASDAQ-100- Technology Index Fund,51.93,$1.42B,n/a,n/a,n/a
AIRR,First Trust RBA American Industrial Renaissance ETF,22.5,$60.75M,n/a,n/a,n/a
QINC,First Trust RBA Quality Income ETF,22.33,$23.45M,n/a,n/a,n/a
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.75,$25.88M,n/a,n/a,n/a
RFDI,First Trust RiverFront Dynamic Developed International ETF,50.7,$30.42M,n/a,n/a,n/a
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,53.2502,$7.99M,n/a,n/a,n/a
RFEU,First Trust RiverFront Dynamic Europe ETF,50.7,$25.35M,n/a,n/a,n/a
FTSL,First Trust Senior Loan Fund ETF,48.13,$604.03M,n/a,n/a,n/a
FYX,First Trust Small Cap Core AlphaDEX Fund,52.33,$489.29M,n/a,n/a,n/a
FYC,First Trust Small Cap Growth AlphaDEX Fund,34.4861,$70.7M,n/a,n/a,n/a
FYT,First Trust Small Cap Value AlphaDEX Fund,33.23,$71.44M,n/a,n/a,n/a
FKO,First Trust South Korea AlphaDEX Fund,21.8728,$18.59M,n/a,n/a,n/a
FCVT,First Trust SSI Strategic Convertible Securities ETF,25.93,$7.78M,n/a,n/a,n/a
FDIV,First Trust Strategic Income ETF,49.7799,$22.4M,n/a,n/a,n/a
FSZ,First Trust Switzerland AlphaDEX Fund,39.73,$113.23M,n/a,n/a,n/a
FTW,First Trust Taiwan AlphaDEX Fund,30.3731,$3.04M,n/a,n/a,n/a
TUSA,First Trust Total US Market AlphaDEX ETF,27.1292,$10.85M,n/a,n/a,n/a
FKU,First Trust United Kingdom AlphaDEX Fund,31.79,$28.61M,n/a,n/a,n/a
FUNC,First United Corporation,12.5,$78.36M,n/a,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",10.4257,$63.01M,n/a,Finance,Major Banks
SVVC,"Firsthand Technology Value Fund, Inc.",8.025,$59.63M,n/a,n/a,n/a
FSV,FirstService Corporation,41.19,$1.43B,n/a,Finance,Real Estate
FISV,"Fiserv, Inc.",105.06,$22.8B,1986,Technology,EDP Services
FIVE,"Five Below, Inc.",40.53,$2.22B,2012,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",57.73,$1.64B,2013,Health Care,Major Pharmaceuticals
FVE,"Five Star Quality Care, Inc.",2.5,$123.78M,n/a,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",15.09,$799.29M,2014,Technology,EDP Services
FLML,Flamel Technologies S.A.,10.77,$444.17M,1996,Health Care,Major Pharmaceuticals
FLEX,Flex Ltd.,14.03,$7.58B,1994,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",6.79,$122.02M,2015,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",18.05,$496.87M,2014,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.54,$35.38M,n/a,n/a,n/a
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,52.18,$13.05M,n/a,n/a,n/a
MBSD,FlexShares Disciplined Duration MBS Index Fund,24.485,$41.62M,n/a,n/a,n/a
ASET,FlexShares Real Assets Allocation Index Fund,24.87,$1.24M,n/a,n/a,n/a
ESGG,FlexShares STOXX Global ESG Impact Index Fund,76.16,$7.62M,n/a,n/a,n/a
ESG,FlexShares STOXX US ESG Impact Index Fund,50.03,$5M,n/a,n/a,n/a
QLC,FlexShares US Quality Large Cap Index Fund,27.352,$6.84M,n/a,n/a,n/a
FPAY,"FlexShopper, Inc.",0.62,$3.25M,n/a,n/a,n/a
FLXS,"Flexsteel Industries, Inc.",52.38,$407.22M,n/a,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",35.37,$4.81B,1993,Capital Goods,Industrial Machinery/Components
FLDM,Fluidigm Corporation,6,$174.71M,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,26.61,$761.54M,n/a,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,9.17,$335.62M,2014,Consumer Durables,Specialty Chemicals
FOGO,"Fogo de Chao, Inc.",14,$393.76M,2015,Consumer Services,Restaurants
FONR,Fonar Corporation,19.95,$125.4M,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FES,Forbes Energy Services Ltd,0.0995,$2.21M,n/a,Energy,Oilfield Services/Equipment
FH,FORM Holdings Corp.,2.4301,$38.41M,n/a,Miscellaneous,Multi-Sector Companies
FORM,"FormFactor, Inc.",11.25,$795.93M,2003,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,38.9,$572.95M,n/a,Technology,EDP Services
FORR,"Forrester Research, Inc.",40.1,$730.54M,1996,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",17.85,$1.14B,2016,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",31.64,$5.47B,2009,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",2.49,$121.7M,n/a,Health Care,Major Pharmaceuticals
FWRD,Forward Air Corporation,48.46,$1.48B,n/a,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.3551,$11.9M,n/a,Consumer Non-Durables,Plastic Products
